_id,REPORT_YEAR,DIVISION,CATEGORY,SUBTYPE,COUNT_
24896,2020,D32,Controlled Drugs and Substances Act,Other,2
24950,2020,D53,Controlled Drugs and Substances Act,Other,2
25246,2020,D12,Controlled Drugs and Substances Act,Other,29
25688,2020,D33,Controlled Drugs and Substances Act,Other,2
25792,2020,D43,Controlled Drugs and Substances Act,Other,9
25817,2020,D14,Controlled Drugs and Substances Act,Other,4
26019,2020,D43,Controlled Drugs and Substances Act,Other,7
26110,2020,D11,Controlled Drugs and Substances Act,Other,6
27215,2020,D11,Controlled Drugs and Substances Act,Other,1
27351,2020,D51,Controlled Drugs and Substances Act,Other,4
27973,2020,D14,Controlled Drugs and Substances Act,Other,5
28309,2020,D31,Controlled Drugs and Substances Act,Other,13
28693,2020,D23,Controlled Drugs and Substances Act,Other,1
28815,2020,D12,Controlled Drugs and Substances Act,Other,3
28898,2020,D55,Controlled Drugs and Substances Act,Other,9
29034,2020,D31,Controlled Drugs and Substances Act,Other,10
29039,2020,D32,Controlled Drugs and Substances Act,Other,9
29155,2020,D41,Controlled Drugs and Substances Act,Other,2
29383,2020,D12,Controlled Drugs and Substances Act,Other,8
29432,2020,D43,Controlled Drugs and Substances Act,Other,7
29558,2020,D42,Controlled Drugs and Substances Act,Other,3
30129,2020,D14,Controlled Drugs and Substances Act,Other,18
30134,2020,D53,Controlled Drugs and Substances Act,Other,10
30294,2020,D12,Controlled Drugs and Substances Act,Other,8
30513,2020,D11,Controlled Drugs and Substances Act,Other,2
30824,2020,D55,Controlled Drugs and Substances Act,Other,13
30971,2020,D51,Controlled Drugs and Substances Act,Other,31
31005,2020,D42,Controlled Drugs and Substances Act,Other,1
31211,2020,D13,Controlled Drugs and Substances Act,Other,3
31305,2020,D12,Controlled Drugs and Substances Act,Other,8
31504,2020,D32,Controlled Drugs and Substances Act,Other,3
31603,2020,D32,Controlled Drugs and Substances Act,Other,4
31821,2020,D33,Controlled Drugs and Substances Act,Other,5
3782,2021,D33,Controlled Drugs and Substances Act,Other,1
4770,2021,D31,Controlled Drugs and Substances Act,Other,1
5635,2021,D31,Controlled Drugs and Substances Act,Other,3
6238,2021,D14,Controlled Drugs and Substances Act,Other,9
6304,2021,D22,Controlled Drugs and Substances Act,Other,3
6543,2021,D55,Controlled Drugs and Substances Act,Other,5
6566,2021,D22,Controlled Drugs and Substances Act,Other,5
6805,2021,D14,Controlled Drugs and Substances Act,Other,14
7187,2021,D51,Controlled Drugs and Substances Act,Other,14
7701,2021,D41,Controlled Drugs and Substances Act,Other,1
7714,2021,D23,Controlled Drugs and Substances Act,Other,1
7767,2021,D32,Controlled Drugs and Substances Act,Other,1
7794,2021,D41,Controlled Drugs and Substances Act,Other,5
7800,2021,D53,Controlled Drugs and Substances Act,Other,1
7989,2021,D41,Controlled Drugs and Substances Act,Other,2
8186,2021,D53,Controlled Drugs and Substances Act,Other,5
8248,2021,D42,Controlled Drugs and Substances Act,Other,2
8526,2021,D41,Controlled Drugs and Substances Act,Other,15
8641,2021,D32,Controlled Drugs and Substances Act,Other,2
8819,2021,D11,Controlled Drugs and Substances Act,Other,14
9024,2021,D14,Controlled Drugs and Substances Act,Other,4
9088,2021,D11,Controlled Drugs and Substances Act,Other,1
9458,2021,D31,Controlled Drugs and Substances Act,Other,2
9647,2021,D23,Controlled Drugs and Substances Act,Other,12
9737,2021,D13,Controlled Drugs and Substances Act,Other,1
10151,2021,D42,Controlled Drugs and Substances Act,Other,1
10407,2021,D53,Controlled Drugs and Substances Act,Other,12
10561,2021,D32,Controlled Drugs and Substances Act,Other,1
10841,2021,D32,Controlled Drugs and Substances Act,Other,9
10981,2021,D43,Controlled Drugs and Substances Act,Other,7
11066,2021,D41,Controlled Drugs and Substances Act,Other,10
11100,2021,D12,Controlled Drugs and Substances Act,Other,6
11216,2021,D14,Controlled Drugs and Substances Act,Other,2
11222,2021,D55,Controlled Drugs and Substances Act,Other,3
11711,2021,D52,Controlled Drugs and Substances Act,Other,4
11800,2021,D53,Controlled Drugs and Substances Act,Other,9
11921,2021,D23,Controlled Drugs and Substances Act,Other,2
12016,2021,D53,Controlled Drugs and Substances Act,Other,1
12230,2021,D33,Controlled Drugs and Substances Act,Other,1
12312,2021,D13,Controlled Drugs and Substances Act,Other,6
13000,2021,D32,Controlled Drugs and Substances Act,Other,3
13005,2021,D14,Controlled Drugs and Substances Act,Other,9
13207,2021,D33,Controlled Drugs and Substances Act,Other,11
13348,2021,D41,Controlled Drugs and Substances Act,Other,8
13385,2021,D14,Controlled Drugs and Substances Act,Other,2
13737,2021,D52,Controlled Drugs and Substances Act,Other,9
14027,2021,D31,Controlled Drugs and Substances Act,Other,5
14613,2021,D23,Controlled Drugs and Substances Act,Other,1
14913,2021,D42,Controlled Drugs and Substances Act,Other,1
15094,2021,D55,Controlled Drugs and Substances Act,Other,7
15499,2021,D41,Controlled Drugs and Substances Act,Other,3
15666,2021,D41,Controlled Drugs and Substances Act,Other,3
16414,2021,D42,Controlled Drugs and Substances Act,Other,2
16761,2021,D22,Controlled Drugs and Substances Act,Other,1
16882,2021,D13,Controlled Drugs and Substances Act,Other,5
17099,2021,D53,Controlled Drugs and Substances Act,Other,1
17471,2021,D13,Controlled Drugs and Substances Act,Other,2
17654,2021,D14,Controlled Drugs and Substances Act,Other,6
17667,2021,D43,Controlled Drugs and Substances Act,Other,1
17777,2021,D32,Controlled Drugs and Substances Act,Other,2
17827,2021,D13,Controlled Drugs and Substances Act,Other,1
18316,2021,D32,Controlled Drugs and Substances Act,Other,4
18407,2021,D13,Controlled Drugs and Substances Act,Other,3
18477,2021,D23,Controlled Drugs and Substances Act,Other,24
18601,2021,D12,Controlled Drugs and Substances Act,Other,2
19267,2021,D33,Controlled Drugs and Substances Act,Other,1
19361,2021,D43,Controlled Drugs and Substances Act,Other,5
19556,2021,D12,Controlled Drugs and Substances Act,Other,1
19564,2021,D11,Controlled Drugs and Substances Act,Other,2
19884,2021,D42,Controlled Drugs and Substances Act,Other,4
20150,2021,D33,Controlled Drugs and Substances Act,Other,4
20326,2021,D23,Controlled Drugs and Substances Act,Other,3
20331,2021,D33,Controlled Drugs and Substances Act,Other,4
20401,2021,D52,Controlled Drugs and Substances Act,Other,13
20549,2021,D32,Controlled Drugs and Substances Act,Other,2
20866,2021,D53,Controlled Drugs and Substances Act,Other,1
20909,2021,D12,Controlled Drugs and Substances Act,Other,4
21019,2021,D14,Controlled Drugs and Substances Act,Other,5
21120,2021,D14,Controlled Drugs and Substances Act,Other,3
21138,2021,D13,Controlled Drugs and Substances Act,Other,2
21595,2021,D22,Controlled Drugs and Substances Act,Other,2
21730,2021,D43,Controlled Drugs and Substances Act,Other,2
22039,2021,NSA,Controlled Drugs and Substances Act,Other,72
22382,2021,D53,Controlled Drugs and Substances Act,Other,1
22550,2021,D55,Controlled Drugs and Substances Act,Other,1
22562,2021,D31,Controlled Drugs and Substances Act,Other,1
23169,2021,D14,Controlled Drugs and Substances Act,Other,10
23276,2021,D22,Controlled Drugs and Substances Act,Other,4
23403,2021,D42,Controlled Drugs and Substances Act,Other,1
23986,2021,D42,Controlled Drugs and Substances Act,Other,3
23997,2021,D55,Controlled Drugs and Substances Act,Other,1
24021,2021,D12,Controlled Drugs and Substances Act,Other,6
24213,2021,D43,Controlled Drugs and Substances Act,Other,13
24334,2021,D12,Controlled Drugs and Substances Act,Other,16
24365,2021,D31,Controlled Drugs and Substances Act,Other,5
24613,2021,D22,Controlled Drugs and Substances Act,Other,15
24756,2021,D55,Controlled Drugs and Substances Act,Other,3
25266,2021,D42,Controlled Drugs and Substances Act,Other,4
25574,2021,D51,Controlled Drugs and Substances Act,Other,19
25580,2021,D55,Controlled Drugs and Substances Act,Other,1
25617,2021,D51,Controlled Drugs and Substances Act,Other,8
25661,2021,D51,Controlled Drugs and Substances Act,Other,11
25737,2021,D11,Controlled Drugs and Substances Act,Other,2
25966,2021,D23,Controlled Drugs and Substances Act,Other,1
25981,2021,D42,Controlled Drugs and Substances Act,Other,3
26103,2021,D55,Controlled Drugs and Substances Act,Other,1
26134,2021,D52,Controlled Drugs and Substances Act,Other,7
26240,2021,D43,Controlled Drugs and Substances Act,Other,6
26252,2021,D14,Controlled Drugs and Substances Act,Other,33
26287,2021,D55,Controlled Drugs and Substances Act,Other,3
26486,2021,D23,Controlled Drugs and Substances Act,Other,1
26495,2021,D11,Controlled Drugs and Substances Act,Other,2
26895,2021,D32,Controlled Drugs and Substances Act,Other,7
27108,2021,D53,Controlled Drugs and Substances Act,Other,9
27394,2021,D51,Controlled Drugs and Substances Act,Other,3
27432,2021,D41,Controlled Drugs and Substances Act,Other,13
27731,2021,D55,Controlled Drugs and Substances Act,Other,3
27784,2021,D32,Controlled Drugs and Substances Act,Other,1
27955,2021,D43,Controlled Drugs and Substances Act,Other,2
28121,2021,D43,Controlled Drugs and Substances Act,Other,3
28147,2021,D11,Controlled Drugs and Substances Act,Other,4
28162,2021,D33,Controlled Drugs and Substances Act,Other,3
28265,2021,D22,Controlled Drugs and Substances Act,Other,1
28562,2021,D32,Controlled Drugs and Substances Act,Other,1
28564,2021,D43,Controlled Drugs and Substances Act,Other,19
28668,2021,D11,Controlled Drugs and Substances Act,Other,5
28677,2021,D33,Controlled Drugs and Substances Act,Other,14
28783,2021,D52,Controlled Drugs and Substances Act,Other,3
29338,2021,D55,Controlled Drugs and Substances Act,Other,14
29435,2021,D32,Controlled Drugs and Substances Act,Other,4
29567,2021,D11,Controlled Drugs and Substances Act,Other,4
29647,2021,D51,Controlled Drugs and Substances Act,Other,97
29801,2021,D22,Controlled Drugs and Substances Act,Other,1
29903,2021,D14,Controlled Drugs and Substances Act,Other,1
30073,2021,D52,Controlled Drugs and Substances Act,Other,12
30121,2021,D33,Controlled Drugs and Substances Act,Other,4
30411,2021,D22,Controlled Drugs and Substances Act,Other,1
30452,2021,D33,Controlled Drugs and Substances Act,Other,2
30486,2021,D22,Controlled Drugs and Substances Act,Other,13
30727,2021,D12,Controlled Drugs and Substances Act,Other,10
31054,2021,D11,Controlled Drugs and Substances Act,Other,3
31136,2021,D22,Controlled Drugs and Substances Act,Other,6
31150,2021,D43,Controlled Drugs and Substances Act,Other,9
31363,2021,D52,Controlled Drugs and Substances Act,Other,2
31598,2021,D31,Controlled Drugs and Substances Act,Other,8
31686,2021,D12,Controlled Drugs and Substances Act,Other,1
31733,2021,D22,Controlled Drugs and Substances Act,Other,2
31737,2021,D55,Controlled Drugs and Substances Act,Other,3
2048,2022,D42,Controlled Drugs and Substances Act,Other,1
2453,2022,D53,Controlled Drugs and Substances Act,Other,1
2655,2022,D42,Controlled Drugs and Substances Act,Other,2
2738,2022,D41,Controlled Drugs and Substances Act,Other,1
2810,2022,D31,Controlled Drugs and Substances Act,Other,1
4998,2022,D13,Controlled Drugs and Substances Act,Other,1
5674,2022,D41,Controlled Drugs and Substances Act,Other,2
5716,2022,D43,Controlled Drugs and Substances Act,Other,3
5843,2022,D51,Controlled Drugs and Substances Act,Other,12
5862,2022,D51,Controlled Drugs and Substances Act,Other,16
5978,2022,D12,Controlled Drugs and Substances Act,Other,1
6126,2022,D33,Controlled Drugs and Substances Act,Other,2
6139,2022,D23,Controlled Drugs and Substances Act,Other,1
6148,2022,D43,Controlled Drugs and Substances Act,Other,11
7039,2022,D12,Controlled Drugs and Substances Act,Other,5
7052,2022,D14,Controlled Drugs and Substances Act,Other,11
7350,2022,D23,Controlled Drugs and Substances Act,Other,1
7623,2022,D31,Controlled Drugs and Substances Act,Other,3
7646,2022,D13,Controlled Drugs and Substances Act,Other,4
8251,2022,D23,Controlled Drugs and Substances Act,Other,3
8740,2022,D55,Controlled Drugs and Substances Act,Other,1
9495,2022,D23,Controlled Drugs and Substances Act,Other,7
9542,2022,D31,Controlled Drugs and Substances Act,Other,6
9555,2022,D22,Controlled Drugs and Substances Act,Other,14
9753,2022,D11,Controlled Drugs and Substances Act,Other,2
9981,2022,D13,Controlled Drugs and Substances Act,Other,4
10216,2022,D23,Controlled Drugs and Substances Act,Other,20
10297,2022,D32,Controlled Drugs and Substances Act,Other,2
10508,2022,D53,Controlled Drugs and Substances Act,Other,1
10513,2022,D51,Controlled Drugs and Substances Act,Other,4
10740,2022,D11,Controlled Drugs and Substances Act,Other,3
11118,2022,D41,Controlled Drugs and Substances Act,Other,3
11168,2022,D53,Controlled Drugs and Substances Act,Other,1
11213,2022,D14,Controlled Drugs and Substances Act,Other,6
11277,2022,D55,Controlled Drugs and Substances Act,Other,4
11757,2022,D14,Controlled Drugs and Substances Act,Other,1
11769,2022,D14,Controlled Drugs and Substances Act,Other,2
11797,2022,D53,Controlled Drugs and Substances Act,Other,10
11829,2022,D11,Controlled Drugs and Substances Act,Other,1
12171,2022,D12,Controlled Drugs and Substances Act,Other,7
12364,2022,D14,Controlled Drugs and Substances Act,Other,1
12536,2022,D22,Controlled Drugs and Substances Act,Other,5
12552,2022,D52,Controlled Drugs and Substances Act,Other,1
12572,2022,D51,Controlled Drugs and Substances Act,Other,4
12579,2022,D41,Controlled Drugs and Substances Act,Other,1
13055,2022,D41,Controlled Drugs and Substances Act,Other,6
13224,2022,D31,Controlled Drugs and Substances Act,Other,2
13247,2022,D32,Controlled Drugs and Substances Act,Other,6
13342,2022,D32,Controlled Drugs and Substances Act,Other,2
14328,2022,D33,Controlled Drugs and Substances Act,Other,20
14498,2022,D42,Controlled Drugs and Substances Act,Other,2
14585,2022,D55,Controlled Drugs and Substances Act,Other,4
15037,2022,D31,Controlled Drugs and Substances Act,Other,8
15063,2022,D51,Controlled Drugs and Substances Act,Other,92
15078,2022,D32,Controlled Drugs and Substances Act,Other,3
15259,2022,D55,Controlled Drugs and Substances Act,Other,1
15642,2022,D51,Controlled Drugs and Substances Act,Other,86
15908,2022,D51,Controlled Drugs and Substances Act,Other,7
16043,2022,D23,Controlled Drugs and Substances Act,Other,1
16309,2022,D52,Controlled Drugs and Substances Act,Other,3
16432,2022,D22,Controlled Drugs and Substances Act,Other,2
17069,2022,D23,Controlled Drugs and Substances Act,Other,6
18073,2022,D11,Controlled Drugs and Substances Act,Other,2
18135,2022,D11,Controlled Drugs and Substances Act,Other,1
18534,2022,D41,Controlled Drugs and Substances Act,Other,17
18596,2022,D22,Controlled Drugs and Substances Act,Other,1
19049,2022,D14,Controlled Drugs and Substances Act,Other,2
19074,2022,D33,Controlled Drugs and Substances Act,Other,1
19155,2022,D53,Controlled Drugs and Substances Act,Other,2
19510,2022,D32,Controlled Drugs and Substances Act,Other,6
19618,2022,D32,Controlled Drugs and Substances Act,Other,6
19816,2022,D11,Controlled Drugs and Substances Act,Other,3
20009,2022,D13,Controlled Drugs and Substances Act,Other,1
20200,2022,D22,Controlled Drugs and Substances Act,Other,1
20289,2022,D14,Controlled Drugs and Substances Act,Other,2
20390,2022,D13,Controlled Drugs and Substances Act,Other,1
20468,2022,D12,Controlled Drugs and Substances Act,Other,5
20541,2022,D12,Controlled Drugs and Substances Act,Other,6
20635,2022,D14,Controlled Drugs and Substances Act,Other,18
20980,2022,D55,Controlled Drugs and Substances Act,Other,2
21566,2022,D33,Controlled Drugs and Substances Act,Other,15
22007,2022,D52,Controlled Drugs and Substances Act,Other,3
22086,2022,D11,Controlled Drugs and Substances Act,Other,7
22124,2022,D22,Controlled Drugs and Substances Act,Other,1
22310,2022,D41,Controlled Drugs and Substances Act,Other,1
22750,2022,D42,Controlled Drugs and Substances Act,Other,2
22882,2022,D22,Controlled Drugs and Substances Act,Other,2
23023,2022,D22,Controlled Drugs and Substances Act,Other,5
23043,2022,D12,Controlled Drugs and Substances Act,Other,2
23081,2022,D43,Controlled Drugs and Substances Act,Other,4
23283,2022,D55,Controlled Drugs and Substances Act,Other,8
23286,2022,D43,Controlled Drugs and Substances Act,Other,4
23382,2022,D55,Controlled Drugs and Substances Act,Other,1
23626,2022,D13,Controlled Drugs and Substances Act,Other,1
23661,2022,D55,Controlled Drugs and Substances Act,Other,1
23869,2022,D31,Controlled Drugs and Substances Act,Other,5
24360,2022,D41,Controlled Drugs and Substances Act,Other,1
24420,2022,D22,Controlled Drugs and Substances Act,Other,2
24665,2022,D33,Controlled Drugs and Substances Act,Other,1
24734,2022,D32,Controlled Drugs and Substances Act,Other,1
24796,2022,D23,Controlled Drugs and Substances Act,Other,2
24849,2022,D55,Controlled Drugs and Substances Act,Other,2
25214,2022,D43,Controlled Drugs and Substances Act,Other,1
25290,2022,D42,Controlled Drugs and Substances Act,Other,4
25635,2022,D32,Controlled Drugs and Substances Act,Other,2
25729,2022,D52,Controlled Drugs and Substances Act,Other,2
25991,2022,D31,Controlled Drugs and Substances Act,Other,1
26221,2022,D11,Controlled Drugs and Substances Act,Other,1
26902,2022,D43,Controlled Drugs and Substances Act,Other,1
27150,2022,D43,Controlled Drugs and Substances Act,Other,2
27451,2022,D41,Controlled Drugs and Substances Act,Other,8
27644,2022,D12,Controlled Drugs and Substances Act,Other,2
28006,2022,D41,Controlled Drugs and Substances Act,Other,2
28079,2022,D55,Controlled Drugs and Substances Act,Other,4
28256,2022,NSA,Controlled Drugs and Substances Act,Other,34
28467,2022,D33,Controlled Drugs and Substances Act,Other,4
28866,2022,D52,Controlled Drugs and Substances Act,Other,4
29465,2022,D13,Controlled Drugs and Substances Act,Other,2
29760,2022,D22,Controlled Drugs and Substances Act,Other,18
29832,2022,D55,Controlled Drugs and Substances Act,Other,6
30058,2022,D33,Controlled Drugs and Substances Act,Other,6
30398,2022,D55,Controlled Drugs and Substances Act,Other,8
30527,2022,D32,Controlled Drugs and Substances Act,Other,1
31020,2022,D23,Controlled Drugs and Substances Act,Other,5
31153,2022,D12,Controlled Drugs and Substances Act,Other,4
31290,2022,D55,Controlled Drugs and Substances Act,Other,2
31397,2022,D53,Controlled Drugs and Substances Act,Other,4
31441,2022,D14,Controlled Drugs and Substances Act,Other,2
31445,2022,D32,Controlled Drugs and Substances Act,Other,3
31790,2022,D55,Controlled Drugs and Substances Act,Other,8
991,2023,D51,Controlled Drugs and Substances Act,Other,2
1764,2023,D11,Controlled Drugs and Substances Act,Other,1
2554,2023,D14,Controlled Drugs and Substances Act,Other,1
4399,2023,D12,Controlled Drugs and Substances Act,Other,1
5056,2023,D12,Controlled Drugs and Substances Act,Other,1
5392,2023,D53,Controlled Drugs and Substances Act,Other,3
5722,2023,D41,Controlled Drugs and Substances Act,Other,12
5724,2023,D52,Controlled Drugs and Substances Act,Other,3
6119,2023,D52,Controlled Drugs and Substances Act,Other,22
6383,2023,D55,Controlled Drugs and Substances Act,Other,2
6471,2023,D51,Controlled Drugs and Substances Act,Other,83
6541,2023,D31,Controlled Drugs and Substances Act,Other,4
7109,2023,D43,Controlled Drugs and Substances Act,Other,3
7380,2023,D52,Controlled Drugs and Substances Act,Other,10
7533,2023,D14,Controlled Drugs and Substances Act,Other,15
7799,2023,D32,Controlled Drugs and Substances Act,Other,2
7804,2023,D23,Controlled Drugs and Substances Act,Other,4
7866,2023,D55,Controlled Drugs and Substances Act,Other,2
8299,2023,D31,Controlled Drugs and Substances Act,Other,26
8336,2023,D22,Controlled Drugs and Substances Act,Other,4
8357,2023,D41,Controlled Drugs and Substances Act,Other,12
8421,2023,D41,Controlled Drugs and Substances Act,Other,3
8498,2023,D55,Controlled Drugs and Substances Act,Other,2
8500,2023,D43,Controlled Drugs and Substances Act,Other,4
8775,2023,D13,Controlled Drugs and Substances Act,Other,1
9431,2023,D22,Controlled Drugs and Substances Act,Other,1
9481,2023,D33,Controlled Drugs and Substances Act,Other,1
9926,2023,D52,Controlled Drugs and Substances Act,Other,8
9970,2023,D55,Controlled Drugs and Substances Act,Other,8
10284,2023,D51,Controlled Drugs and Substances Act,Other,5
10397,2023,D23,Controlled Drugs and Substances Act,Other,2
10536,2023,D14,Controlled Drugs and Substances Act,Other,16
10780,2023,D42,Controlled Drugs and Substances Act,Other,1
11206,2023,D33,Controlled Drugs and Substances Act,Other,4
11290,2023,D32,Controlled Drugs and Substances Act,Other,4
11293,2023,D22,Controlled Drugs and Substances Act,Other,2
11464,2023,D23,Controlled Drugs and Substances Act,Other,1
11473,2023,D55,Controlled Drugs and Substances Act,Other,2
11602,2023,D43,Controlled Drugs and Substances Act,Other,1
12083,2023,D22,Controlled Drugs and Substances Act,Other,1
12168,2023,D11,Controlled Drugs and Substances Act,Other,10
12298,2023,D32,Controlled Drugs and Substances Act,Other,2
12570,2023,D32,Controlled Drugs and Substances Act,Other,1
12648,2023,D42,Controlled Drugs and Substances Act,Other,1
12882,2023,D12,Controlled Drugs and Substances Act,Other,8
13571,2023,D23,Controlled Drugs and Substances Act,Other,3
13698,2023,D31,Controlled Drugs and Substances Act,Other,9
13722,2023,D12,Controlled Drugs and Substances Act,Other,1
13935,2023,D32,Controlled Drugs and Substances Act,Other,4
14154,2023,D22,Controlled Drugs and Substances Act,Other,1
14567,2023,D11,Controlled Drugs and Substances Act,Other,3
14741,2023,D55,Controlled Drugs and Substances Act,Other,4
14799,2023,D14,Controlled Drugs and Substances Act,Other,3
14813,2023,D31,Controlled Drugs and Substances Act,Other,4
14864,2023,D55,Controlled Drugs and Substances Act,Other,9
14881,2023,D52,Controlled Drugs and Substances Act,Other,7
14951,2023,D53,Controlled Drugs and Substances Act,Other,2
15137,2023,D51,Controlled Drugs and Substances Act,Other,10
15419,2023,D33,Controlled Drugs and Substances Act,Other,1
15562,2023,D55,Controlled Drugs and Substances Act,Other,1
15677,2023,D32,Controlled Drugs and Substances Act,Other,1
15871,2023,D22,Controlled Drugs and Substances Act,Other,5
16142,2023,D55,Controlled Drugs and Substances Act,Other,1
16257,2023,D53,Controlled Drugs and Substances Act,Other,2
16293,2023,D11,Controlled Drugs and Substances Act,Other,2
16317,2023,D32,Controlled Drugs and Substances Act,Other,2
16765,2023,D52,Controlled Drugs and Substances Act,Other,12
17018,2023,D32,Controlled Drugs and Substances Act,Other,1
17057,2023,D12,Controlled Drugs and Substances Act,Other,3
17204,2023,D31,Controlled Drugs and Substances Act,Other,7
17249,2023,D43,Controlled Drugs and Substances Act,Other,8
17545,2023,D43,Controlled Drugs and Substances Act,Other,12
17854,2023,D22,Controlled Drugs and Substances Act,Other,1
17926,2023,D32,Controlled Drugs and Substances Act,Other,1
18102,2023,D43,Controlled Drugs and Substances Act,Other,2
18127,2023,D12,Controlled Drugs and Substances Act,Other,4
18341,2023,D53,Controlled Drugs and Substances Act,Other,3
18671,2023,D33,Controlled Drugs and Substances Act,Other,1
18722,2023,D42,Controlled Drugs and Substances Act,Other,1
18846,2023,NSA,Controlled Drugs and Substances Act,Other,41
19033,2023,D51,Controlled Drugs and Substances Act,Other,1
19099,2023,D11,Controlled Drugs and Substances Act,Other,2
19137,2023,D32,Controlled Drugs and Substances Act,Other,2
19573,2023,D43,Controlled Drugs and Substances Act,Other,2
19879,2023,D22,Controlled Drugs and Substances Act,Other,21
20164,2023,D14,Controlled Drugs and Substances Act,Other,3
20277,2023,D33,Controlled Drugs and Substances Act,Other,12
20279,2023,D55,Controlled Drugs and Substances Act,Other,8
20471,2023,D41,Controlled Drugs and Substances Act,Other,3
20539,2023,D53,Controlled Drugs and Substances Act,Other,1
20695,2023,D41,Controlled Drugs and Substances Act,Other,8
20722,2023,D52,Controlled Drugs and Substances Act,Other,12
20819,2023,D11,Controlled Drugs and Substances Act,Other,3
21223,2023,D13,Controlled Drugs and Substances Act,Other,2
21422,2023,D42,Controlled Drugs and Substances Act,Other,6
21598,2023,D13,Controlled Drugs and Substances Act,Other,2
21808,2023,D11,Controlled Drugs and Substances Act,Other,2
21917,2023,D32,Controlled Drugs and Substances Act,Other,1
22277,2023,D14,Controlled Drugs and Substances Act,Other,2
22600,2023,NSA,Controlled Drugs and Substances Act,Other,1
22635,2023,D32,Controlled Drugs and Substances Act,Other,1
22665,2023,D13,Controlled Drugs and Substances Act,Other,3
22778,2023,D42,Controlled Drugs and Substances Act,Other,1
23056,2023,D14,Controlled Drugs and Substances Act,Other,10
23529,2023,D12,Controlled Drugs and Substances Act,Other,12
23922,2023,D41,Controlled Drugs and Substances Act,Other,3
24357,2023,D33,Controlled Drugs and Substances Act,Other,3
24620,2023,D55,Controlled Drugs and Substances Act,Other,2
24726,2023,D53,Controlled Drugs and Substances Act,Other,4
24813,2023,D11,Controlled Drugs and Substances Act,Other,6
24836,2023,D41,Controlled Drugs and Substances Act,Other,3
24883,2023,D22,Controlled Drugs and Substances Act,Other,9
24995,2023,D55,Controlled Drugs and Substances Act,Other,6
25327,2023,D22,Controlled Drugs and Substances Act,Other,3
25520,2023,D13,Controlled Drugs and Substances Act,Other,2
25806,2023,D43,Controlled Drugs and Substances Act,Other,4
25938,2023,D11,Controlled Drugs and Substances Act,Other,2
25967,2023,D53,Controlled Drugs and Substances Act,Other,2
26489,2023,D14,Controlled Drugs and Substances Act,Other,6
26590,2023,D42,Controlled Drugs and Substances Act,Other,2
26817,2023,D33,Controlled Drugs and Substances Act,Other,2
26871,2023,D13,Controlled Drugs and Substances Act,Other,1
27092,2023,D14,Controlled Drugs and Substances Act,Other,2
27207,2023,D11,Controlled Drugs and Substances Act,Other,1
27209,2023,D42,Controlled Drugs and Substances Act,Other,1
27223,2023,D22,Controlled Drugs and Substances Act,Other,7
27329,2023,D51,Controlled Drugs and Substances Act,Other,18
27875,2023,D41,Controlled Drugs and Substances Act,Other,1
28129,2023,D11,Controlled Drugs and Substances Act,Other,9
28148,2023,D23,Controlled Drugs and Substances Act,Other,9
28224,2023,D53,Controlled Drugs and Substances Act,Other,1
28262,2023,D12,Controlled Drugs and Substances Act,Other,7
28290,2023,D43,Controlled Drugs and Substances Act,Other,4
28358,2023,D14,Controlled Drugs and Substances Act,Other,4
28414,2023,D43,Controlled Drugs and Substances Act,Other,1
28835,2023,D31,Controlled Drugs and Substances Act,Other,4
29787,2023,D22,Controlled Drugs and Substances Act,Other,5
30126,2023,D14,Controlled Drugs and Substances Act,Other,2
30277,2023,D32,Controlled Drugs and Substances Act,Other,7
30461,2023,D51,Controlled Drugs and Substances Act,Other,37
30520,2023,D23,Controlled Drugs and Substances Act,Other,3
30860,2023,D12,Controlled Drugs and Substances Act,Other,8
31113,2023,D14,Controlled Drugs and Substances Act,Other,4
31237,2023,D51,Controlled Drugs and Substances Act,Other,118
31298,2023,D55,Controlled Drugs and Substances Act,Other,2
31680,2023,D23,Controlled Drugs and Substances Act,Other,5
3,2014,D13,Crimes Against Property,Auto Theft,7
40,2014,D43,Crimes Against Property,Break & Enter-Commercial,2
43,2014,D11,Crimes Against Property,Fraud,2
55,2014,D55,Crimes Against Property,Break & Enter-Apartment,6
71,2014,D41,Crimes Against Property,Fraud,6
84,2014,D14,Crimes Against Property,Theft Over $5000,1
97,2014,NSA,Crimes Against Property,Other,1
99,2014,D14,Crimes Against Property,Break & Enter-House,1
123,2014,D23,Crimes Against Property,Theft Over $5000,1
146,2014,D55,Crimes Against Property,Break & Enter-Other,3
159,2014,D23,Crimes Against Property,Break & Enter-Apartment,2
164,2014,D42,Crimes Against Property,Theft Over $5000,6
169,2014,D13,Crimes Against Property,Break & Enter-Commercial,1
174,2014,D31,Crimes Against Property,Break & Enter-Other,3
182,2014,D33,Crimes Against Property,Auto Theft,11
193,2014,D55,Crimes Against Property,Break & Enter-Apartment,2
197,2014,D23,Crimes Against Property,Theft Over $5000,1
250,2014,D55,Crimes Against Property,Break & Enter-Other,2
256,2014,D32,Crimes Against Property,Break & Enter-House,27
268,2014,D32,Crimes Against Property,Theft Over $5000,4
286,2014,D22,Crimes Against Property,Break & Enter-Other,1
288,2014,D52,Crimes Against Property,Other,1
292,2014,D41,Crimes Against Property,Break & Enter-Other,1
304,2014,D13,Crimes Against Property,Theft Over $5000,4
315,2014,D33,Crimes Against Property,Other,2
